"","PROBEID","ID","p.value","statistic","logFC","avgExpr","logFCSE","sampleSize","pFDR"
"CELF2-AS2","16711717","CELF2-AS2",0.944459509442466,-0.0703154787395492,-0.00897463201388971,1.72685363915385,0.133600653164973,26,0.980511015199297
"LOC100289495","17014622","LOC100289495",0.944574975963403,0.0701690463209238,0.0107712274861065,4.03677051823077,0.16068024797029,26,0.980575084170065
"RAB3A","16870329","RAB3A",0.944598859467873,0.0701387579152188,0.0136163303333321,6.24802516476923,0.20320990708542,26,0.980575084170065
"DNAJC13","16945702","DNAJC13",0.944633656799667,-0.0700946290122489,-0.0107765710555565,6.42887905603846,0.160930634795733,26,0.980575084170065
"MIR448","17106341","MIR448",0.944680531668975,0.0700351839723963,0.00687818588888778,2.2024691915,0.102801749137777,26,0.980584838157069
"SUMO3","16926433","SUMO3",0.944824332684565,0.0698528222457406,0.00704604876388881,6.55480818211538,0.105585566913228,26,0.980695197380051
"LOC101929719","16989962","LOC101929719",0.944932919775201,0.0697151187690792,0.0126155913749981,3.64051848892308,0.189418987586975,26,0.980768998452807
"EFCAB2","16679569","EFCAB2",0.945027752484262,-0.0695948588752744,-0.0143569586944459,4.82061489619231,0.215937545956004,26,0.980813172393571
"NBEAL2","16940260","NBEAL2",0.945086613776335,0.0695202158220459,0.01124531673611,4.75381878284615,0.16931812467973,26,0.980813172393571
"CENPK","16996722","CENPK",0.945104573131339,0.069497441323952,0.0277429692638864,3.69291796984615,0.417856338383391,26,0.980813172393571
"OR51L1","16721221","OR51L1",0.945125428160324,0.0694709948298806,0.00823386297222162,1.86602437907692,0.124063202108135,26,0.980813172393571
"SEMA3F","16940924","SEMA3F",0.945199097727028,0.0693775740366038,0.0103360887638866,4.88303729461538,0.155948064786288,26,0.980848969976504
"HCG14","17034952","HCG14",0.945234900205915,0.0693321729378054,0.0151238185694442,5.21359759269231,0.228333438205253,26,0.980848969976504
"ARMCX5-GPRASP2|GPRASP3","17105655","ARMCX5-GPRASP2|GPRASP3",0.945382526930179,0.0691449691544714,0.0151343066388856,4.45040396384615,0.229110403880392,26,0.980963253404768
"NKPD1","16873231","NKPD1",0.945499534070756,0.0689965955047435,0.00764913624999686,4.20190439988462,0.11604531294291,26,0.98102277768073
"HIP1R","16758463","HIP1R",0.945514882463498,0.0689771327321424,0.010191842402774,5.08224250623077,0.154664424925293,26,0.98102277768073
"RIMS3","16685851","RIMS3",0.945598900451683,-0.0688705928708261,-0.0084795931527788,4.59414111369231,0.128879565417302,26,0.981059255149205
"SRI-AS1","17048027","SRI-AS1",0.945644068940486,-0.0688133168459396,-0.00949357619444591,3.94807282357692,0.144410980868536,26,0.981059255149205
"LINC02905","17065794","LINC02905",0.94566252923341,-0.0687899082887501,-0.00795619687500082,2.65252700542308,0.12106640871288,26,0.981059255149205
"LINC00937|LOC101928095|LOC729732","16944929","LINC00937|LOC101928095|LOC729732",0.945916997411586,-0.0684672341296618,-0.0107061982500012,7.33672475465385,0.163679905694982,26,0.981162313500082
"CD44-AS1","16737322","CD44-AS1",0.945971766790224,-0.0683977856938478,-0.0141167611250004,2.98363259019231,0.216040857743152,26,0.981162313500082
"L1CAM","17115271","L1CAM",0.946036249305345,0.0683160212861484,0.0106098112499988,3.42667962780769,0.16256534188533,26,0.981162313500082
"ARHGAP6","17109078","ARHGAP6",0.946066053800495,-0.0682782290789422,-0.0113708548750004,3.69192696192308,0.174322617141114,26,0.981162313500082
"TAS2R45","17125862","TAS2R45",0.94606710137699,0.0682769007500128,0.019758117263887,3.81855946030769,0.302910709685029,26,0.981162313500082
"TSIX","17104920","TSIX",0.946081745249548,0.0682583323056531,0.057915415166665,8.64337597007692,0.888139876158263,26,0.981162313500082
"SERF1B|SERF1A","16985763","SERF1B|SERF1A",0.946081812753197,0.0682582467110182,0.0100399869583319,6.52421691342308,0.153964603893349,26,0.981162313500082
"LINC01060","16973180","LINC01060",0.946127089609544,0.068200835768684,0.0138371529861088,2.86860715292308,0.212373299741994,26,0.981162313500082
"CACNA2D2","16954507","CACNA2D2",0.946131165875602,0.0681956670848,0.00652554287499774,3.96071435784615,0.100161941603452,26,0.981162313500082
"HNRNPCL1","16681852","HNRNPCL1",0.946151002997374,-0.0681705137458754,-0.00595507961111208,2.01054467142308,0.0914395065888197,26,0.981162313500082
"SLC36A1","16991221","SLC36A1",0.946174374404547,0.0681408790138622,0.0119175160694436,5.08079803057692,0.183071560570359,26,0.981162313500082
"LOC105371335","16820868","LOC105371335",0.946230446747888,-0.0680697800447482,-0.0112807113888893,2.27078057676923,0.173470252243828,26,0.981181571366191
"C8orf17","17073044","C8orf17",0.946334699118974,-0.0679375904033625,-0.00783043943055706,3.69831215507692,0.120647649247272,26,0.981250785390118
"CYCSP52","16672265","CYCSP52",0.946420462529683,0.0678288452671132,0.00821330193055481,3.00964958476923,0.126749493861949,26,0.981300823556576
